split,stratifier,stratum,metric,n_complexes,mean,ci95_low,ci95_high
split2027,ligand_similarity_bin,0.4-0.8,p_at_5,27,0.04444444444444445,0.0,0.11851851851851852
split2027,ligand_similarity_bin,0.4-0.8,p_at_10,27,0.04814814814814815,0.0,0.1148148148148148
split2027,ligand_similarity_bin,0.4-0.8,p_at_nc,27,0.038074789765611024,0.004115226337448559,0.07840400787260692
split2028,ligand_similarity_bin,<0.4,auprc,16,0.09318932163839483,0.06411137265244458,0.12552237109732264
split2028,ligand_similarity_bin,<0.4,auroc,16,0.5213705156634879,0.44159973686555287,0.6043479248794728
split2028,ligand_similarity_bin,<0.4,mcc,16,0.045434563878218655,-0.015279378313272864,0.11767557115486642
split2028,ligand_similarity_bin,<0.4,f1,16,0.0863619683371793,0.02748567019400351,0.1577799489076519
split2028,ligand_similarity_bin,<0.4,p_at_5,16,0.025,0.0,0.0625
split2028,ligand_similarity_bin,<0.4,p_at_10,16,0.018750000000000003,0.0,0.05
split2028,ligand_similarity_bin,<0.4,p_at_nc,16,0.038150616275616264,0.009615384615384612,0.07032410157410154
split2028,ligand_similarity_bin,0.4-0.8,auprc,50,0.06336313719022746,0.045533879602197354,0.08292077368496754
split2028,ligand_similarity_bin,0.4-0.8,auroc,50,0.5980142248928828,0.536248514317706,0.6556187958337776
split2028,ligand_similarity_bin,0.4-0.8,mcc,50,0.0032144454524779126,-0.02121724653728598,0.030756772717198212
split2028,ligand_similarity_bin,0.4-0.8,f1,50,0.03497788444291963,0.014165953100603984,0.05887566950807295
split2028,ligand_similarity_bin,0.4-0.8,p_at_5,50,0.092,0.031900000000000095,0.16399999999999998
split2028,ligand_similarity_bin,0.4-0.8,p_at_10,50,0.06,0.022000000000000002,0.106
split2028,ligand_similarity_bin,0.4-0.8,p_at_nc,50,0.046974721264402684,0.020023648396238262,0.07839513449589446
